Smax_mean,<S^2>_mean,c,dev_Smax_mean,dev_<S^2>_mean
0.0002,0.9998,0.0001,4.80357e-20,3.14806e-16
0.0002005,0.999998,0.0002,5e-07,1.5e-06
0.000201,1.0002,0.0003,7.05328e-07,2.11598e-06
0.0002015,1.0004,0.0004,8.61663e-07,2.58499e-06
0.0002015,1.0006,0.0005,8.61663e-07,2.58499e-06
0.0002015,1.0008,0.0006,8.61663e-07,2.58499e-06
0.0002015,1.001,0.0007,8.61663e-07,2.58499e-06
0.000202,1.00119,0.0008,9.92434e-07,2.9773e-06
0.0002025,1.00139,0.0009,1.10674e-06,3.32022e-06
0.0002035,1.00159,0.001,1.30278e-06,3.90834e-06
0.000204,1.00179,0.0011,1.38912e-06,4.16735e-06
0.000204,1.00199,0.0012,1.38912e-06,4.16735e-06
0.000204,1.00219,0.0013,1.38912e-06,4.16735e-06
0.000204,1.00239,0.0014,1.38912e-06,4.16735e-06
0.000204,1.00259,0.0015,1.38912e-06,4.16735e-06
0.0002055,1.00278,0.0016,1.61611e-06,4.84833e-06
0.0002055,1.00298,0.0017,1.61611e-06,4.84833e-06
0.000207,1.00318,0.0018,1.80869e-06,5.42607e-06
0.000207,1.00338,0.0019,1.80869e-06,5.42607e-06
0.0002075,1.00358,0.002,1.86713e-06,5.6014e-06
0.000208,1.00378,0.0021,1.92315e-06,5.61361e-06
0.000209,1.00397,0.0022,2.02869e-06,5.94108e-06
0.000209,1.00417,0.0023,2.02869e-06,5.94108e-06
0.0002095,1.00437,0.0024,2.07855e-06,6.09545e-06
0.00021,1.00457,0.0025,2.12664e-06,6.24419e-06
0.000211,1.00477,0.0026,2.21802e-06,6.52633e-06
0.0002115,1.00497,0.0027,2.26149e-06,6.66037e-06
0.0002125,1.00516,0.0028,2.3444e-06,6.91577e-06
0.000214,1.00536,0.0029,2.45973e-06,7.27044e-06
0.0002155,1.00555,0.003,2.56547e-06,7.59521e-06
0.000217,1.00575,0.0031,2.66279e-06,7.89377e-06
0.000219,1.00594,0.0032,2.78095e-06,8.25596e-06
0.00022,1.00614,0.0033,2.83552e-06,8.33832e-06
0.000221,1.00634,0.0034,2.88733e-06,8.4175e-06
0.000223,1.00653,0.0035,2.9832e-06,8.72356e-06
0.0002235,1.00673,0.0036,3.00565e-06,8.7952e-06
0.000225,1.00693,0.0037,3.06955e-06,9.039e-06
0.000227,1.00713,0.0038,3.14715e-06,9.26305e-06
0.0002285,1.00732,0.0039,3.19999e-06,9.37433e-06
0.0002285,1.00752,0.004,3.19999e-06,9.37433e-06
0.0002305,1.00772,0.0041,3.26374e-06,9.53116e-06
0.0002315,1.00791,0.0042,3.29287e-06,9.57377e-06
0.0002325,1.00811,0.0043,3.32022e-06,9.6141e-06
0.0002325,1.00831,0.0044,3.32022e-06,9.6141e-06
0.000233,1.00851,0.0045,3.33325e-06,9.60423e-06
0.000234,1.00871,0.0046,3.35803e-06,9.64183e-06
0.000234,1.00891,0.0047,3.35803e-06,9.68836e-06
0.0002345,1.00911,0.0048,3.3698e-06,9.73512e-06
0.0002355,1.00931,0.0049,3.39209e-06,9.76965e-06
0.000237,1.00951,0.005,3.42251e-06,9.73622e-06
0.000238,1.00971,0.0051,3.44081e-06,9.60292e-06
0.00024,1.0099,0.0052,3.47279e-06,9.66551e-06
0.0002425,1.0101,0.0053,3.57529e-06,9.98586e-06
0.000245,1.01029,0.0054,3.59718e-06,1.01496e-05
0.000246,1.01049,0.0055,3.67252e-06,1.02079e-05
0.000247,1.01069,0.0056,3.67731e-06,1.01791e-05
0.000248,1.01089,0.0057,3.74837e-06,1.05621e-05
0.0002485,1.01109,0.0058,3.74954e-06,1.05477e-05
0.0002495,1.01129,0.0059,3.81728e-06,1.06944e-05
0.0002505,1.01149,0.006,3.88254e-06,1.06944e-05
0.000251,1.01169,0.0061,3.88206e-06,1.0825e-05
0.0002525,1.01189,0.0062,3.87866e-06,1.08655e-05
0.000255,1.01208,0.0063,3.86649e-06,1.09616e-05
0.0002575,1.01228,0.0064,3.84613e-06,1.10271e-05
0.0002605,1.01247,0.0065,3.87606e-06,1.1465e-05
0.000262,1.01266,0.0066,3.85412e-06,1.1497e-05
0.0002635,1.01286,0.0067,3.82911e-06,1.1472e-05
0.0002655,1.01306,0.0068,3.85657e-06,1.17319e-05
0.0002675,1.01326,0.0069,3.81333e-06,1.2053e-05
0.0002695,1.01346,0.007,3.76425e-06,1.20004e-05
0.000272,1.01365,0.0071,3.69435e-06,1.21125e-05
0.0002725,1.01385,0.0072,3.67919e-06,1.20259e-05
0.000274,1.01405,0.0073,3.76709e-06,1.22364e-05
0.000276,1.01425,0.0074,3.69979e-06,1.21134e-05
0.0002775,1.01445,0.0075,3.64488e-06,1.22359e-05
0.0002775,1.01465,0.0076,3.64488e-06,1.22359e-05
0.0002785,1.01485,0.0077,3.60607e-06,1.28762e-05
0.0002785,1.01506,0.0078,3.60607e-06,1.28911e-05
0.0002805,1.01525,0.0079,3.5229e-06,1.28946e-05
0.000281,1.01546,0.008,3.5009e-06,1.29079e-05
0.0002815,1.01567,0.0081,3.4784e-06,1.30245e-05
0.0002835,1.01586,0.0082,3.38319e-06,1.30603e-05
0.0002845,1.01606,0.0083,3.33231e-06,1.32323e-05
0.000286,1.01626,0.0084,3.32797e-06,1.339e-05
0.0002865,1.01647,0.0085,3.30049e-06,1.39161e-05
0.000288,1.01667,0.0086,3.21429e-06,1.39919e-05
0.000288,1.01688,0.0087,3.21429e-06,1.41272e-05
0.0002885,1.01708,0.0088,3.18425e-06,1.43551e-05
0.000289,1.01729,0.0089,3.23222e-06,1.43285e-05
0.00029,1.01749,0.009,3.17021e-06,1.43538e-05
